reference,read_count
A0A848U2V5|UNREVIEWED|DIHYDROFOLATE,1
K6E865_9BACI,1
2928328479,1
A0A1Z8B909|UNREVIEWED|DIHYDROFOLATE,1
A0A1L5KXD8|UNREVIEWED|DIHYDROFOLATE,1
A0A3D6EU16|UNREVIEWED|DIHYDROFOLATE,1
2927152068,1
A0A2G4H0T7|UNREVIEWED|DIHYDROFOLATE,1
A0A059WVP7|UNREVIEWED|DIHYDROFOLATE,1
2890367083,1
A0A2R6GWJ1|UNREVIEWED|DIHYDROFOLATE,1
A0A1C6LHR1_9NEIS,1
A0A1W2CHB4_9DELT,1
A0A520AFY5|UNREVIEWED|DIHYDROFOLATE,1
A0A7X7K712|UNREVIEWED|DIHYDROFOLATE,1
A0A2T4XCD3|UNREVIEWED|DIHYDROFOLATE,1
A0A556QQM3_9BACT,1
A0A059XF05|UNREVIEWED|DIHYDROFOLATE,1
A0A1V5HPW9|UNREVIEWED|DIHYDROFOLATE,1
A0A2E9H883|UNREVIEWED|DIHYDROFOLATE,1
A0A059WLG4|UNREVIEWED|DIHYDROFOLATE,1
2812415200,1
A0A6P2EHQ5_9BURK,1
2795427395,1
A0A316NM48|UNREVIEWED|DIHYDROFOLATE,1
A0A1G8BU19_9VIBR,1
A0A0C2HGR4_9STAP,1
A0A418VWG2|UNREVIEWED|DIHYDROFOLATE,1
C5WG30~cp4,1
A0A7C7EJD6|UNREVIEWED|DIHYDROFOLATE,1
A0A2C8ZW38_9MICO,1
Q92AD5~cp5,1
A0A1G8CW41|UNREVIEWED|DIHYDROFOLATE,1
A0A838T8E8|UNREVIEWED|DIHYDROFOLATE,1
D2QWB5_PIRSD,1
A0A2W0H3H4_9BACI,1
A0A4D6YCD5|UNREVIEWED|DIHYDROFOLATE,1
A0A6H2EKY5|UNREVIEWED|DIHYDROFOLATE,1
A0A059WX60|UNREVIEWED|DIHYDROFOLATE,1
A0A810Q5Y7|UNREVIEWED|DIHYDROFOLATE,1
Q2FV99_SNUT~cp3,1
A0A5C0B353_9BURK,1
A0A2E3QYE9|UNREVIEWED|DIHYDROFOLATE,1
A0A6N9SIU7|UNREVIEWED|DIHYDROFOLATE,1
A0A5M6CRB9_9BACT,1
A0A2G6DMC6|UNREVIEWED|DIHYDROFOLATE,1
2574208518,1
2587535202,1
A0A844YWZ9|UNREVIEWED|DIHYDROFOLATE,1
A0A2E6QYG2|UNREVIEWED|DIHYDROFOLATE,1
A0A1C7D5D7_9SPHN,1
2887494936,1
A0A3M1E4Y2|UNREVIEWED|DIHYDROFOLATE,1
A0A1Q6M7C0|UNREVIEWED|DIHYDROFOLATE,1
A0A0S8CA59|UNREVIEWED|DIHYDROFOLATE,1
A0A5F8HIZ3_MONDO,1
A0A1H9FMI6_9BACT,1
A3X8B1|UNREVIEWED|DIHYDROFOLATE,1
2799937000,1
A0A087MJZ0_9GAMM,1
A0A7D6E807|UNREVIEWED|DIHYDROFOLATE,1
D1MX71|UNREVIEWED|DIHYDROFOLATE,1
A0A1G1AQV3|UNREVIEWED|DIHYDROFOLATE,1
A0A1F5ZFE9|UNREVIEWED|DIHYDROFOLATE,1
A0A839T234|UNREVIEWED|DIHYDROFOLATE,1
2913357975,1
A0A2E5I9F0|UNREVIEWED|DIHYDROFOLATE,1
A0A2E8TRP0|UNREVIEWED|DIHYDROFOLATE,1
2628439329,1
C5WG30~cp3,1
A0A7V0S1P0|UNREVIEWED|DIHYDROFOLATE,1
A0A0S1Y718_9BORD,1
2800520783,1
A0A059WVE0|UNREVIEWED|DIHYDROFOLATE,1
A0A1W9K2X3|UNREVIEWED|DIHYDROFOLATE,1
A0A2S0II41|UNREVIEWED|DIHYDROFOLATE,1
A0A0X3TK37|UNREVIEWED|DIHYDROFOLATE,1
2895232503,1
2710315291,1
A0A8I1TFU9|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_M20I~cp1,1
A0A4R3MLM4_9FIRM,1
2563356403,1
χHi_Haemophilus_influenza_PADLAWFRQK~cp1,1
A0A8F7ZLW8|UNREVIEWED|DIHYDROFOLATE,1
A0A1S8FNC7_9BURK,1
A0A2V9LLI8|UNREVIEWED|DIHYDROFOLATE,1
2867383020,1
A0A0W1KYH8|UNREVIEWED|DIHYDROFOLATE,1
A0A1E3W8Q7_9RHIZ,1
2898009469,1
A0A222PAL6|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_folA_esm1b-mask-all_v2~cp4,1
A0A7Y0LWN9|UNREVIEWED|DIHYDROFOLATE,1
A0A1T5AWC7_9SPHI,1
A0A1I5IYF5_9RHIZ,1
A0A3B9C484|UNREVIEWED|DIHYDROFOLATE,1
M7A3D3_9ACTN,1
A0A1G7PX35_9PROT,1
A0A4Q3ENX1|UNREVIEWED|DIHYDROFOLATE,1
A0A858XAH1|UNREVIEWED|DIHYDROFOLATE,1
A0A7C7ZLU4|UNREVIEWED|DIHYDROFOLATE,1
A0A1X0TJK5|UNREVIEWED|DIHYDROFOLATE,1
A0A2G2DVE7|UNREVIEWED|DIHYDROFOLATE,1
A0A059X156|UNREVIEWED|DIHYDROFOLATE,1
A0A0F5FWV7_9RHIZ,1
Q92AD5~cp1,1
A0A7T9DBL5|UNREVIEWED|DIHYDROFOLATE,1
2558638925,1
A0A1F6FID7|UNREVIEWED|DIHYDROFOLATE,1
2619987303,1
A0A2M7QCU1|UNREVIEWED|DIHYDROFOLATE,1
2904483072,1
2722892469,1
A0A0R2CBL9_9LACO,1
A0A8E3MDG9|UNREVIEWED|DIHYDROFOLATE,1
A0A059X2D0|UNREVIEWED|DIHYDROFOLATE,1
2916840354,1
2734763688,1
P08692~cp4,1
A0A2E8CP28|UNREVIEWED|DIHYDROFOLATE,1
A0A7W1NCH6|UNREVIEWED|DIHYDROFOLATE,1
A0A5S5CQY1|UNREVIEWED|DIHYDROFOLATE,1
A0A521MRB1|UNREVIEWED|DIHYDROFOLATE,1
A0A3D2N8F8|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_V75H.I155A~cp3,1
A0A2T3W6X9|UNREVIEWED|DIHYDROFOLATE,1
A0A0L0LMH6|UNREVIEWED|DIHYDROFOLATE,1
Q2KYI7~cp1,1
A0A374W6S3_9BACE,1
A0A2D4SNT4|UNREVIEWED|DIHYDROFOLATE,1
A0A4R1HIP9_9GAMM,1
A0A0B7IYP4_9PROT,1
2800095627,1
A0A2S6TUH9|UNREVIEWED|DIHYDROFOLATE,1
A0A359I7L1|UNREVIEWED|DIHYDROFOLATE,1
χPf_Plasmodium_falciparum_SLDMKYFCAV~cp2,1
A0A1W2AA10_9RHIZ,1
A0A6N7SKV6|UNREVIEWED|DIHYDROFOLATE,1
A0A520SBZ2|UNREVIEWED|DIHYDROFOLATE,1
T1B5S1|UNREVIEWED|DIHYDROFOLATE,1
A0A6I7NSX2|UNREVIEWED|DIHYDROFOLATE,1
A0A7G8VVA1|UNREVIEWED|DIHYDROFOLATE,1
2561468999,1
A0A257N570|UNREVIEWED|DIHYDROFOLATE,1
A0A5P9CG71|UNREVIEWED|DIHYDROFOLATE,1
A0A246END3|UNREVIEWED|DIHYDROFOLATE,1
A0A1I2I6J5_9GAMM,1
A0A2D7KYB6|UNREVIEWED|DIHYDROFOLATE,1
W8X0P3_CASDE,1
P0ABQ4_F153L~cp1,1
A0A034WSW6_BACDO,1
A0A848X1H8|UNREVIEWED|DIHYDROFOLATE,1
A0A4Q3M2H7|UNREVIEWED|DIHYDROFOLATE,1
A0A1F5NNL8|UNREVIEWED|DIHYDROFOLATE,1
A0A6A7XZI0_9RHIZ,1
2509147141,1
A0A352CLW9|UNREVIEWED|DIHYDROFOLATE,1
A0A7X1B2E3|UNREVIEWED|DIHYDROFOLATE,1
A0A350J8M6|UNREVIEWED|DIHYDROFOLATE,1
B7GUQ6|UNREVIEWED|DIHYDROFOLATE,1
A0A1Q9JHX6_9FIRM,1
2801021547,1
A0A1F4MPT9|UNREVIEWED|DIHYDROFOLATE,1
A0A1F6IVU5|UNREVIEWED|DIHYDROFOLATE,1
A0A1E4UVC3_9PSED,1
A0A2M6WIP9|UNREVIEWED|DIHYDROFOLATE,1
A0A3M2HUY4_9GAMM,1
A0A841EJP8|UNREVIEWED|DIHYDROFOLATE,1
A0A0K2GZB1|UNREVIEWED|DIHYDROFOLATE,1
A0A368E6Q6|UNREVIEWED|DIHYDROFOLATE,1
S6B537_SULDS,1
A0A2H0U9M1|UNREVIEWED|DIHYDROFOLATE,1
A0A832V9A5|UNREVIEWED|DIHYDROFOLATE,1
A0A4W3HKX9_CALMI,1
2800315899,1
A0A4R5LVA0|UNREVIEWED|DIHYDROFOLATE,1
2881958026,1
A0A352YUX8|UNREVIEWED|DIHYDROFOLATE,1
A0A2E9T6B0|UNREVIEWED|DIHYDROFOLATE,1
2799594103,1
A0A0T5ZX01|UNREVIEWED|DIHYDROFOLATE,1
A0A378ZZ57|UNREVIEWED|DIHYDROFOLATE,1
2939725692,1
A0A059WM50|UNREVIEWED|DIHYDROFOLATE,1
A0A833FZJ9|UNREVIEWED|DIHYDROFOLATE,1
A0A495J9T7_9SPHI,1
A0A1Y6EKJ8_9GAMM,1
A0A3M2L012_9NOCA,1
A0A1X0LEQ8|UNREVIEWED|DIHYDROFOLATE,1
2840177746,1
2899597490,1
2890673465,1
A0A5D6XRC0_9STRA,1
2786980685,1
A0A0V8QE18_9FIRM,1
2628857901,1
2847193297,1
A0A7X8RNV8|UNREVIEWED|DIHYDROFOLATE,1
A0A7X1HIH0|UNREVIEWED|DIHYDROFOLATE,1
2510253950,1
2881320791,1
A0A1G1W3E4|UNREVIEWED|DIHYDROFOLATE,1
2682604976,1
2928941062,1
A0A521V5C6|UNREVIEWED|DIHYDROFOLATE,1
A0A8B2DIF1|UNREVIEWED|DIHYDROFOLATE,1
A0A8E8GXJ1|UNREVIEWED|DIHYDROFOLATE,1
A0A547PBE7_9SPHN,1
A0A848YRX9|UNREVIEWED|DIHYDROFOLATE,1
Q603S1~cp4,1
A0A0G0P0N9|UNREVIEWED|DIHYDROFOLATE,1
A0A7X7FYW4|UNREVIEWED|DIHYDROFOLATE,1
2791894245,1
A0A0G2BBH6|UNREVIEWED|DIHYDROFOLATE,1
A0A559RS74|UNREVIEWED|DIHYDROFOLATE,1
A0A4S5IYT5_9RHIZ,1
A0A502EIX6|UNREVIEWED|DIHYDROFOLATE,1
A0A349P5U7|UNREVIEWED|DIHYDROFOLATE,1
2899498908,1
A0A7Y7DKC9|UNREVIEWED|DIHYDROFOLATE,1
A0A1G2EUF1|UNREVIEWED|DIHYDROFOLATE,1
A0A541BP80_9NOCA,1
A0A271J047|UNREVIEWED|DIHYDROFOLATE,1
A0A0A1WL31|UNREVIEWED|DIHYDROFOLATE,1
A0A7V7E6D0|UNREVIEWED|DIHYDROFOLATE,1
A0A1H1DM57_9ACTN,1
2894278228,1
A0A845PXZ6|UNREVIEWED|DIHYDROFOLATE,1
A0A3B3UZP3|UNREVIEWED|DIHYDROFOLATE,1
A0A1R4FWJ9_9MICO,1
A0A091BEP8_9GAMM,1
A0A7V8K7I1|UNREVIEWED|DIHYDROFOLATE,1
A0A2G6FSF5|UNREVIEWED|DIHYDROFOLATE,1
A0A059WSA0|UNREVIEWED|DIHYDROFOLATE,1
A0A077Z6Q5_TRITR,1
A0A2M6KA54|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_P21L~cp6,1
A0A2Z3I3L8_9GAMM,1
A0A658JM00_9CLOT,1
A0A3S3QW69|UNREVIEWED|DIHYDROFOLATE,1
A0A3D5B317|UNREVIEWED|DIHYDROFOLATE,1
A0A1T4KPW0_9FIRM,1
A0A1Z5SK53_9BACT,1
2891627523,1
2820610584,1
2541320694,1
A0A396QG62_9FIRM,1
2820221756,1
F3L2I9_9GAMM,1
A0A1G1L0E4|UNREVIEWED|DIHYDROFOLATE,1
A0A3B0TEV9|UNREVIEWED|DIHYDROFOLATE,1
A0A7C4Y3L1|UNREVIEWED|DIHYDROFOLATE,1
2707414595,1
P0ABQ4_folA_esm1b-mask-all_v1~cp4,1
P0ABQ4_R98P~cp5,1
W5X1L0_BDEBC,1
A0A4Q5NEV3|UNREVIEWED|DIHYDROFOLATE,1
A0A2E7TU70|UNREVIEWED|DIHYDROFOLATE,1
A0A8E2BQB4|UNREVIEWED|DIHYDROFOLATE,1
A0A0F9BUU3|UNREVIEWED|DIHYDROFOLATE,1
2663676262,1
2890988766,1
A0A258FH01|UNREVIEWED|DIHYDROFOLATE,1
A0A059WXW2|UNREVIEWED|DIHYDROFOLATE,1
A0A2A8D0Q3_9BACT,1
A0A7V7ML74|UNREVIEWED|DIHYDROFOLATE,1
A0A257JK30_9PROT,1
A0A6C0C5Q3|UNREVIEWED|DIHYDROFOLATE,1
A0A0X8G2F6_9FIRM,1
2515283383,1
A0A2X3HAN4_9LIST,1
A0A1F4BAX8|UNREVIEWED|DIHYDROFOLATE,1
A0A553FYG8|UNREVIEWED|DIHYDROFOLATE,1
2809176445,1
A0A1I1JJ30_9BACT,1
A0A351IZ83|UNREVIEWED|DIHYDROFOLATE,1
A0A0G0H6B0|UNREVIEWED|DIHYDROFOLATE,1
A0A3D3CU22|UNREVIEWED|DIHYDROFOLATE,1
A0A2T0BA44_9CLOT,1
A0A653CAA2_CALMS,1
A0A8I0GCA4|UNREVIEWED|DIHYDROFOLATE,1
2547597286,1
A0A7Y7NUC4|UNREVIEWED|DIHYDROFOLATE,1
A0A7W8NQC7|UNREVIEWED|DIHYDROFOLATE,1
A0A7V6ZNY6|UNREVIEWED|DIHYDROFOLATE,1
A0A7M3MXH1|UNREVIEWED|DIHYDROFOLATE,1
A0A841T3K9|UNREVIEWED|DIHYDROFOLATE,1
2648609925,1
A0A8I1Q9H3|UNREVIEWED|DIHYDROFOLATE,1
A0A0D7EP36_RHOPL,1
2582829566,1
A0A3C0YF67|UNREVIEWED|DIHYDROFOLATE,1
A0A372IY88_9ACTN,1
A0A6C0H429|UNREVIEWED|DIHYDROFOLATE,1
2915383694,1
A0A4Y9J6I0_9LACT,1
A0A2D9XV11|UNREVIEWED|DIHYDROFOLATE,1
2931829696,1
A0A515LD53_9SPHN,1
A0A411BI41_9CAUD,1
A0A8G0HU34|UNREVIEWED|DIHYDROFOLATE,1
A0A2P5L3U9|UNREVIEWED|DIHYDROFOLATE,1
2851777096,1
A0A7V9T5Z7|UNREVIEWED|DIHYDROFOLATE,1
A0A4T3F1S6_9SPHN,1
A0A0G1HG07|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_A26T.L28R~cp1,1
A0A6M3GZS6|UNREVIEWED|DIHYDROFOLATE,1
2919443209,1
2648943466,1
A0A432I8L6|UNREVIEWED|DIHYDROFOLATE,1
A0A0G0DHF1|UNREVIEWED|DIHYDROFOLATE,1
A0A519Q772_9SPHN,1
A0A2W7QVG5|UNREVIEWED|DIHYDROFOLATE,1
A0A7X3LZE8|UNREVIEWED|DIHYDROFOLATE,1
A0A6G9ZBM9|UNREVIEWED|DIHYDROFOLATE,1
A0A7C2T300|UNREVIEWED|DIHYDROFOLATE,1
A0A516SIW6_9BURK,1
A0A832R7Q3|UNREVIEWED|DIHYDROFOLATE,1
2795493089,1
A0A378TW10|UNREVIEWED|DIHYDROFOLATE,1
A0A061AIM5_9MOLU,1
2925014336,1
2541029056,1
A0A3D2HFC4|UNREVIEWED|DIHYDROFOLATE,1
A0A519ENV3_9BURK,1
A0A1F3A6Z8|UNREVIEWED|DIHYDROFOLATE,1
A0A848Y8Q7|UNREVIEWED|DIHYDROFOLATE,1
A0A1H6VZ67_9FIRM,1
2836462852,1
A0A258GY37|UNREVIEWED|DIHYDROFOLATE,1
A0A0B4HLP2|UNREVIEWED|DIHYDROFOLATE,1
A0A7Y5NXE8|UNREVIEWED|DIHYDROFOLATE,1
A0A2E2NYH0|UNREVIEWED|DIHYDROFOLATE,1
2908797987,1
A0A4Q2KVP6_9MICO,1
R7MG86_9CLOT,1
2884154049,1
A0A3R9NBA1|UNREVIEWED|DIHYDROFOLATE,1
A0A059WVG8|UNREVIEWED|DIHYDROFOLATE,1
2737723530,1
A0A2P5T216|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_folA_esm1b-mcmc_v2~cp6,1
2889850124,1
A0A4Q6EJT9|UNREVIEWED|DIHYDROFOLATE,1
A0A4V2RQX3_9BACT,1
2866446438,1
2820821448,1
A0A1I1P8D1_9CLOT,1
A0A059XAM9|UNREVIEWED|DIHYDROFOLATE,1
A0A1G2GQR8|UNREVIEWED|DIHYDROFOLATE,1
A0A3B0VKQ0|UNREVIEWED|DIHYDROFOLATE,1
A0A059WPE1|UNREVIEWED|DIHYDROFOLATE,1
A0A2B8BAR8|UNREVIEWED|DIHYDROFOLATE,1
A0A558FLZ9|UNREVIEWED|DIHYDROFOLATE,1
2820619842,1
A0A2V5B7K6_9SPHN,1
A0A4U6CG61_9RHIZ,1
A0A661Z7T8|UNREVIEWED|DIHYDROFOLATE,1
A0A553SLF3|UNREVIEWED|DIHYDROFOLATE,1
A0A836UEA6|UNREVIEWED|DIHYDROFOLATE,1
A0A0B7NSJ6_9FUNG,1
2619309088,1
P0ABQ4_E120P~cp4,1
A0A059WSV8|UNREVIEWED|DIHYDROFOLATE,1
A0A2D5XJJ5|UNREVIEWED|DIHYDROFOLATE,1
2701035539,1
A0A1Q4HAM4_9MYCO,1
A0A2S0KMU2|UNREVIEWED|DIHYDROFOLATE,1
A0A3S0EY09|UNREVIEWED|DIHYDROFOLATE,1
A0A2W7TNR7_9BACT,1
A0A1I0U635|UNREVIEWED|DIHYDROFOLATE,1
A0A2N1QKE5|UNREVIEWED|DIHYDROFOLATE,1
A0A849NH40|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_folA_esm1b-from-right_v2~cp3,1
A0A7V4P9V7|UNREVIEWED|DIHYDROFOLATE,1
2795540496,1
2800910230,1
2820033405,1
A0A7G1G9E7|UNREVIEWED|DIHYDROFOLATE,1
A0A444G575_ENSVE,1
2788169846,1
B8I0T9~cp2,1
2773595142,1
A0A0G1CCL0|UNREVIEWED|DIHYDROFOLATE,1
A0A7T5RF48|UNREVIEWED|DIHYDROFOLATE,1
2713100322,1
2524315807,1
A0A2A5G8W5|UNREVIEWED|DIHYDROFOLATE,1
A0A561BKC9_9ACTN,1
A0A059WVW9|UNREVIEWED|DIHYDROFOLATE,1
A0A3M1FKU6|UNREVIEWED|DIHYDROFOLATE,1
A0A1B9LEJ5|UNREVIEWED|DIHYDROFOLATE,1
A0A5A8UEV6|UNREVIEWED|DIHYDROFOLATE,1
A0A2E5ZRP5|UNREVIEWED|DIHYDROFOLATE,1
2927750941,1
A0A512L8I6|UNREVIEWED|DIHYDROFOLATE,1
2738917640,1
2862886643,1
2882446891,1
P0ABQ4_P21L.A26T.L28R~cp5,1
2836454905,1
A0A0H4KGW4_9BACI,1
A0A5M8P1M1|UNREVIEWED|DIHYDROFOLATE,1
A0A4R6XKK6_9GAMM,1
2847995439,1
A0A1G9Q2W2_9FIRM,1
2885706708,1
J7Q5D3_METSZ,1
2899451138,1
2525725893,1
R7PBC3_9BACT,1
P0ABQ4~cp6,1
A0A2E8IXR2|UNREVIEWED|DIHYDROFOLATE,1
A0A6G7CL82|UNREVIEWED|DIHYDROFOLATE,1
χHs_Homo_sapiens_RNEFRYFQRM~cp1,1
2732338996,1
A0A2M6Y8W9|UNREVIEWED|DIHYDROFOLATE,1
A0A7D5S285|UNREVIEWED|DIHYDROFOLATE,1
A0A3S0V4J6_9GAMM,1
A0A059X1Z5|UNREVIEWED|DIHYDROFOLATE,1
A0A1M3HPL5|UNREVIEWED|DIHYDROFOLATE,1
A0A0S8D1S3|UNREVIEWED|DIHYDROFOLATE,1
A0A7T8YSN5|UNREVIEWED|DIHYDROFOLATE,1
2516605362,1
A0A0R1NYG7|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_G121V~cp7,1
A0A7Z2NWA8|UNREVIEWED|DIHYDROFOLATE,1
A0A2R6CNQ1|UNREVIEWED|DIHYDROFOLATE,1
A0A5B9P6G7_9BACT,1
2918398385,1
A0A2E3NWH7|UNREVIEWED|DIHYDROFOLATE,1
A0A494YUU8_9BACI,1
A0A1G5AZQ1_9FIRM,1
A0A2A3Y2J1|UNREVIEWED|DIHYDROFOLATE,1
2860301333,1
G0QDT6_NANSJ,1
2596484709,1
A0A3S0B6B5|UNREVIEWED|DIHYDROFOLATE,1
A0A2S7F8A7|UNREVIEWED|DIHYDROFOLATE,1
A0A1G3QPU8|UNREVIEWED|DIHYDROFOLATE,1
2901095427,1
A0A679HSL5|UNREVIEWED|DIHYDROFOLATE,1
A0A2G6C3U7|UNREVIEWED|DIHYDROFOLATE,1
A0A2T2U7E7|UNREVIEWED|DIHYDROFOLATE,1
2914845802,1
A0A4Q6GQC9|UNREVIEWED|DIHYDROFOLATE,1
A0A5C6RY61_9BACT,1
2523431295,1
A0A4Z0BF03_9BURK,1
A0A059WVK2|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_D27E~cp6,1
2682376572,1
A0A520MRK2|UNREVIEWED|DIHYDROFOLATE,1
A0A3R7KMI7|UNREVIEWED|DIHYDROFOLATE,1
R7PSS5_9FIRM,1
2752675314,1
A0A5D4XEY1|UNREVIEWED|DIHYDROFOLATE,1
A0A380BT85|UNREVIEWED|DIHYDROFOLATE,1
2856314123,1
A0A800GKA6|UNREVIEWED|DIHYDROFOLATE,1
A0A2H6J9E1|UNREVIEWED|DIHYDROFOLATE,1
A0A433XMU3_9RHIZ,1
2710060275,1
A0A172Q6W0_9STRE,1
F9U9I5_9GAMM,1
P0ABQ4_folA_gremlin-smooth_v2~cp3,1
A0A0U5C5F3|UNREVIEWED|DIHYDROFOLATE,1
A0A1M4ZZT1_9BURK,1
A0A381VJG1|UNREVIEWED|DIHYDROFOLATE,1
A0A848CJE9|UNREVIEWED|DIHYDROFOLATE,1
A0A1M3DDN4|UNREVIEWED|DIHYDROFOLATE,1
A0A2E9FHU8|UNREVIEWED|DIHYDROFOLATE,1
A0A1F6CMZ0|UNREVIEWED|DIHYDROFOLATE,1
A0A2E1VVL8|UNREVIEWED|DIHYDROFOLATE,1
A0A1I0NW16_9BACT,1
A0A059WS18|UNREVIEWED|DIHYDROFOLATE,1
A0A059X3H9|UNREVIEWED|DIHYDROFOLATE,1
A0A834M1C5|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_T68N.Q108D.T113V.E120P.S138Y~cp4,1
A0A259YZQ1|UNREVIEWED|DIHYDROFOLATE,1
A0A355FVF6|UNREVIEWED|DIHYDROFOLATE,1
A0A821QZZ1|UNREVIEWED|DIHYDROFOLATE,1
A0A6L9L156|UNREVIEWED|DIHYDROFOLATE,1
A0A0G3XAH7_9SPHN,1
A0A3D4X4M8|UNREVIEWED|DIHYDROFOLATE,1
2720056578,1
2894893205,1
A0A1F6KD03|UNREVIEWED|DIHYDROFOLATE,1
A0A3D3JQ25|UNREVIEWED|DIHYDROFOLATE,1
Q92AD5~cp4,1
2888444505,1
A0A1V5SCT3|UNREVIEWED|DIHYDROFOLATE,1
A0A425VX36|UNREVIEWED|DIHYDROFOLATE,1
A0A382LYH6|UNREVIEWED|DIHYDROFOLATE,1
A0A1F7QP51|UNREVIEWED|DIHYDROFOLATE,1
2881572123,1
